"","Wormbase.ID","Sequence.ID","Category.1","Category.2","Category.3","Automated.Description"
"367","WBGene00011341","T01G5.6","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: unassigned","T01G5.6 is affected by several genes including clk-1, eat-2, and hpl-2 based on microarray and RNA-seq studies\; is affected by Tunicamycin, allantoin, and Sirolimus based on microarray studies\; is predicted to encode a protein with the following domain: 7TM GPCR, serpentine receptor class r (Str)."
"368","WBGene00011342","T01G5.7","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","T01G5.7 is enriched in the cephalic sheath cell and the germ line based on tiling array and RNA-seq studies\; is affected by several genes including glp-1, skn-1, and lin-4 based on microarray and RNA-seq studies\; is affected by seven chemicals including D-glucose, Neurotoxins, and Zidovudine based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domains: Zinc finger, RING-type and Zinc finger, RING\/FYVE\/PHD-type."
"369","WBGene00011346","C06B8.t3","Non-coding RNA","Non-coding RNA: tRNA","Non-coding RNA: tRNA","N.A."
"370","WBGene00011373","T02D1.7","Unassigned","Unassigned","Unassigned","T02D1.7 is enriched in the NSM and the male based on tiling array and RNA-seq studies\; is affected by rsr-2 based on tiling array studies\; is affected by Zidovudine and Sirolimus based on RNA-seq and microarray studies."
"371","WBGene00011386","T02G6.3","Unassigned","Unassigned","Unassigned","T02G6.3 is affected by several genes including pgl-1, glh-1, and mut-2 based on tiling array, microarray, and RNA-seq studies\; is affected by fluoranthene, dafa#1, and Sirolimus based on microarray studies."
"372","WBGene00011389","T02G6.6","Unassigned","Unassigned","Unassigned","T02G6.6 is enriched in the NSM based on tiling array studies\; is affected by several genes including clk-1, drh-3, and cyc-1 based on microarray, tiling array, and RNA-seq studies\; is affected by indole based on microarray studies."
"373","WBGene00011420","T04A11.5","Unassigned","Unassigned","Unassigned","T04A11.5 is an ortholog of human PBLD\; is predicted to have catalytic activity."
"374","WBGene00011459","T05A6.5","Pseudogene","Pseudogene","Pseudogene","T05A6.5 is affected by several genes including let-60, clk-1, and sir-2.1 based on tiling array and microarray studies\; is affected by adsorbable organic bromine compound based on microarray studies."
"375","WBGene00011485","T05E12.2","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: srbc","srbc-14 is affected by rsr-2, let-418, and chd-3 based on tiling array and RNA-seq studies\; is affected by resveratrol based on microarray studies\; is predicted to encode a protein with the following domain: 7TM GPCR, serpentine receptor class bc (Srbc)."
"376","WBGene00011518","T06C12.11","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: unassigned","T06C12.11 is affected by hpl-2 and rsr-2 based on tiling array studies\; is affected by resveratrol and Atrazine based on microarray studies\; is predicted to encode a protein with the following domain: 7TM GPCR, serpentine receptor class r (Str)."
"377","WBGene00011536","T06E4.9","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","T06E4.9 is enriched in the germ line, the intestine, and the pharynx based on microarray, proteomic, and RNA-seq studies\; is affected by several genes including daf-16, skn-1, and daf-12 based on microarray, proteomic, tiling array, and RNA-seq studies\; is affected by fourteen chemicals including Ethanol, methylmercury hydroxide, and Rotenone based on RNA-seq and microarray studies."
"378","WBGene00011539","T06E6.5","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: F box","fbxa-135 is enriched in the DA neuron, the VA neuron, the intestine, and the pharyngeal muscle cell based on tiling array studies\; is affected by several genes including daf-16, daf-2, and glp-1 based on microarray, tiling array, and RNA-seq studies\; is affected by Sodium Chloride, resveratrol, and Sirolimus based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domains: F-box domain and Domain of unknown function DUF38, Caenorhabditis species."
"379","WBGene00011544","T06E8.2","Unassigned","Unassigned","Unassigned","T06E8.2 is affected by several genes including daf-12, pgl-1, and glh-1 based on tiling array, RNA-seq, and microarray studies\; is affected by Sirolimus based on microarray studies."
"380","WBGene00011547","T06G6.5","Unassigned","Unassigned","Unassigned","T06G6.5 is expressed in head neurons, tail neurons, the coelomocyte, the head muscle, and the intestine."
"381","WBGene00011561","T07C4.5","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","ttr-15 is enriched in the germline precursor cell, the hypodermis, and the intestine based on tiling array, proteomic, and microarray studies\; is affected by several genes including daf-16, daf-2, and daf-12 based on microarray, proteomic, tiling array, and RNA-seq studies\; is affected by ten chemicals including 1-methylnicotinamide, Rotenone, and manganese chloride based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domains: Transthyretin-like and Transthyretin-like superfamily."
"382","WBGene00011567","T07C5.4","Pseudogene","Pseudogene","Pseudogene","nhr-215 is enriched in the nervous system based on RNA-seq and microarray studies\; is affected by several genes including clk-1, dpy-21, and drh-3 based on tiling array, microarray, and RNA-seq studies\; is affected by methylmercuric chloride and fluoranthene based on microarray studies."
"383","WBGene00011568","T07C5.5","Transcription factor","Transcription factor: NHR","Transcription factor: NHR","nhr-26 is predicted to have DNA-binding activity transcription factor activity, sequence-specific DNA binding activity, and zinc ion binding activity."
"384","WBGene00011570","T07C12.6","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: sre","sre-28 is expressed in the head and the intestine\; is predicted to encode a protein with the following domain: 7TM GPCR, serpentine receptor class e (Sre)."
"385","WBGene00011577","T07C12.13","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","fipr-12 is affected by prg-1, clk-1, and mir-34 based on RNA-seq and microarray studies."
"386","WBGene00011621","T08G3.13","Transmembrane transport","Transmembrane transport: potassium channel","Transmembrane transport: potassium channel","T08G3.13 is an ortholog of human KCTD10 (potassium channel tetramerization domain containing 10), KCTD13, and TNFAIP1 (TNF alpha induced protein 1)\; human TNFAIP1 exhibits GTP-Rho binding activity and identical protein binding activity."
"387","WBGene00011627","T08G5.8","Pseudogene","Pseudogene","Pseudogene","T08G5.8 is affected by rsr-2 and sir-2.1 based on tiling array and microarray studies."
"388","WBGene00011686","T10C6.2","Pseudogene","Pseudogene","Pseudogene","T10C6.2 is affected by sir-2.1 based on microarray studies\; is affected by resveratrol based on microarray studies."
"389","WBGene00011704","T11A5.5","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","sdz-31 is involved in gastrulation\; is expressed in several tissues, including MS, the E, the Ea, the Ep, and the MSa."
"390","WBGene00011715","T11F9.14","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","T11F9.14 is affected by several genes including clk-1, hpl-2, and drh-3 based on microarray, tiling array, and RNA-seq studies\; is affected by four chemicals including aldicarb, Tunicamycin, and resveratrol based on microarray studies."
"391","WBGene00011778","T15D6.1","Extracellular material","Extracellular material: chondroitin sulfotransferase","Extracellular material: chondroitin sulfotransferase","T15D6.1 is predicted to have chondroitin 4-sulfotransferase activity."
"392","WBGene00011779","T15D6.4","Protein modification","Protein modification: carbohydrate","Protein modification: carbohydrate","bgnt-1.7 is an ortholog of human B4GAT1\; is predicted to have transferase activity."
"393","WBGene00011780","T15D6.5","Protein modification","Protein modification: carbohydrate","Protein modification: carbohydrate","T15D6.5 is an ortholog of human B3GALT1 (beta-1,3-galactosyltransferase 1), B3GALT5 (beta-1,3-galactosyltransferase 5), and B3GALT2 (beta-1,3-galactosyltransferase 2)\; is predicted to have galactosyltransferase activity."
"394","WBGene00011782","T15D6.8","Unassigned","Unassigned","Unassigned","T15D6.8 is affected by ets-4, rsr-2, and bar-1 based on microarray and tiling array studies\; is affected by sodium arsenite and Colistin based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domain: Methyltransferase FkbM."
"395","WBGene00011783","T15D6.9","Unassigned","Unassigned","Unassigned","T15D6.9 is enriched in the intestine based on microarray studies\; is affected by rsr-2, clk-1, and acs-3 based on tiling array and microarray studies\; is predicted to encode a protein with the following domain: Protein of unknown function DUF1647."
"396","WBGene00011784","T15D6.10","Unassigned","Unassigned","Unassigned: Glycosyltransferase family A ","T15D6.10 is affected by clk-1 and sir-2.1 based on microarray studies\; is affected by multi-walled carbon nanotube based on RNA-seq studies\; is predicted to encode a protein with the following domain: Glycosyltransferase family 92."
"397","WBGene00011786","T15D6.12","Unassigned","Unassigned","Unassigned: Glycosyltransferase family A ","T15D6.12 is affected by several genes including sir-2.1, dpy-7, and csr-1 based on tiling array, RNA-seq, and microarray studies\; is affected by six chemicals including sesamin, stavudine, and Zidovudine based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domain: Glycosyltransferase family 92."
"398","WBGene00011810","T16G12.9","Unassigned","Unassigned","Unassigned","T16G12.9 is enriched in the Z1.p, the Z4.a, the gon_male_dtc anterior, the gon_male_dtc posterior, and the male based on RNA-seq studies\; is affected by several genes including fog-2, pgl-1, and glh-1 based on RNA-seq and microarray studies\; is affected by Alovudine based on RNA-seq studies."
"399","WBGene00011876","T21B4.1","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: srz","srz-6 is expressed in the ADLL and the ADLR\; is predicted to encode a protein with the following domain: 7TM GPCR, serpentine receptor class z (Srz)."
"400","WBGene00011877","T21B4.3","Unassigned","Unassigned","Unassigned","T21B4.3 is enriched in the NSM based on tiling array studies\; is affected by several genes including clk-1, hpl-2, and drh-3 based on microarray and RNA-seq studies\; is affected by methylmercuric chloride, Colistin, and Sirolimus based on microarray studies\; is predicted to encode a protein with the following domain: C6 domain."
"401","WBGene00011900","T21C12.4","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","T21C12.4 is enriched in the NSM, the body wall muscle cell, the hypodermis, and the male based on tiling array and RNA-seq studies\; is affected by several genes including clk-1, pgl-1, and aak-2 based on microarray, RNA-seq, and tiling array studies\; is affected by five chemicals including methylmercuric chloride, Rotenone, and stavudine based on microarray and RNA-seq studies."
